word,,,
杭州市经济技术开发区,,,
江南水岸华庭,,,
洋口,0组,,
浙江经济职业技术学院,创业园,,
北宸之光,0期,,
湘湖林语,,,
展诚工地项目部,,,
假日酒店,商务楼,,
安置改造房耀圣建设项目部,,,
清风万和苑,,,
杭州新时代家居生活广场,,,
七贤山居,综合楼,,
四桥落桥处,锦绣江南,,
半山,孙家门,,
西溪天堂,杭州西溪喜来登度假酒店,,
小南门公交站,,,
仁桥,瑞韵家居,,
长板里,长板里小区,,
桥亭,0组,,
三华天运花园,,,
金家兜,0组,,
西杨梅岭村路,,,
临安市,计划生育指导站,,
青山污水处理有限公司,,,
拱北,左岸花园,,
园乡名筑,,,
珠山王家村,,,
金鑫国际家居广场,,,
大店口工业区,,,
国家级科技企业孵化园,,,
西溪花城,东北区,,
上水陆寺巷,,,
金地天逸,售楼部,,
小龙驹坞路,,,
江口,世纪联华,,
高尔夫北路,,,
石门,外石门,,
五金工具厂宿舍,,,
头蓬,春园村,,
原筑壹号,,,
百尺娄,常源弄,,
西湖,文0路,,
临浦步行街,,,
旅游学院,旅行社,,
天汇园,星云地带,,
新加坡科技园区路,,,
桐庐,瑶林路,,
崇化,金家埭社区,,
瑞金华庭嘉苑,,,
发,杭州市,,
淅江省,杭州市,,
传化科技城,科创大厦,,
临平南站,地铁站,,
佳镜天城,镜合苑,,
梅家坞旅游服务有限公司,,,
药厂宿舍,,,
超山,杭州超耐实业有限公司,,
万寿桥社区,下街,,
招商银行,杭州分行,,
蓝桥名苑,南苑,,
崇贤西金湾,速运营业点,,
北干二苑,新安寓,,
郎君庭院,君悦阁,,
徐惠清,转塘镇,,
新生塘里,曹家村,,
金鸡山,0组,,
号,瑞鼎大厦,,
高速交警,杭州支队,,
文三西路,沁雅花园,,
第五通道,西区,,
御道东区,,,
怡丰城,售楼部,,
十五堡,0组,,
小林,陈家木桥,,
北秀向阳苑,北区,,
茅山,汾口中学,,
杭州,文0西路,,
彭埠,新和嘉苑,,
五杭,万丰东路,,
汽车城汽配市场,,,
阿里巴巴,西溪淘宝城,,
运河,西苑,,
浙江艺术职业学院,东冠校区,,
恒逸南岸明珠广场,,,
大井华东家禽市场,,,
萧山商业城,机电市场,,
杭发厂宿舍,,,
周浦翁家埭,0组,,
香溢城中花苑,,,
开元度假村,,,
水乡华庭,,,
横饮马井巷,,,
望江新苑,0苑,,
老北京炸,酱面,,
禹杭直街,,,
师范钱江学院,下沙校区,,
石塘前,0组,,
新安江东路,,,
优盘时代,0号楼,,
严东关西路,,,
海外海杭州商城,,,
州,浙江省,杭州市,
五老峰隧道,青龙山庄,,
东横塘,0组,,
田头庄,0组,,
观音塘,0号路,,
华城和瑞科技广场,,,
庙东,复兴弄,,
杭州火车东站,东广场,,
乌枫塘,0组,,
大关西苑,0苑,,
体育职业技术学院,萧山校区,,
文海实验学校小学,,,
杨岭,汪家山脚,,
茅家浜,0组,,
桥南,江南春公寓,,
洄澜初中,北校区,,
浙江警察学院,临安校区,,
邮电局宿舍,,,
国家企业孵化器,,,
索美国际家居建材广场,,,
丁桥佳苑,数码城,,
艳澜山,0期,,
西兴,庙后王路,,
北城枫景苑,,,
省,杭州市,,
群建农居点,东区,,
超级星期天,,,
泰尔茂,0期,,
钱江四桥落桥处,锦绣江南,,
苗后王路,,,
独山新苑,南苑,,
云石,顾家溪村,,
龙湖武林0里,售楼处,,
三鑫工业,鑫国路,,
杭州恩斯克万达电动转向系统有限公司,,,
万盛汽车摩托车配件有限公司,,,
杭州地铁蜀山车辆段,,,
浙大一院教学科研中心,,,
萧山区第二中等职业学校,,,
店面0号,,,
华为技术有限公司,杭州研究所,,
白马湖,鸿雁苑,,
梅花楼,电信局,,
庆春隧道,侨商大厦,,
阀门厂宿舍,,,
雅观,塘楼村,,
恒大国际建材家居博览中心,,,
浙江东南外国语职业学校,,,
东方福邸,0期,,
小和山科技学院,东和公寓,,
砖瓦厂电子,,,
桥里,永翔加油站,,
德圣城品华庭,,,
砂之船人马街,,,
水星阁,东区,,
城北大厦,小商品市场,,
汽车客运西站,综合楼,,
省级机关,武林门幼儿园,,
春江花月,潇湘苑,,
融创富春0号苑,,,
天屿度假村,,,
建德市,新安江镇,,
新大地步行街,,,
英冠天地步行街,,,
水利河口研究院,,,
闻堰,三江花园,,
中赢时代风景苑,,,
中医药大学校,公寓,,
中铁局项目部,,,
洛家庄西苑,,,
杭州新天地总部大楼,,,
和睦乔,0组,,
东方通信城,研发楼,,
义桥新大桥南,杭州东亚织造有限公司,,
赞城香颂,0期,,
宏都宾馆,商务楼,,
横横塘,0组,,
西0-0幢,,,
顾家埠,西区,,
紫之隧道项目部,,,
海康威视,0期,,
花都国际俱乐部,,,
杭州奥体博览中心项目部,,,
大关南0苑小区,,,
萧山市,临浦镇,,
上海隧道项目部,,,
浙江吉利控股集团公司,汽车销售有限公司,,
电厂宿舍,,,
杭州疗养院,贵宾楼,,
钦堂乡,工业功能区,,
富阳县,富春街道,,
南部物流城,,,
社会保障管理中心,,,
新农村第0排,,,
清华长三角研究院,杭州分院,,
信达外国语学校生活区,,,
临平,安东景苑,,
颜楼设计,,,
大浒东苑,停车场,,
八达建设工地项目部,,,
海外海秀,水民苑,,
沿江板块,世茂江滨花园,,
富士康钱江工业园区,,,
后塘,办公楼,,
自己电台私家车第一广播,,,
老盘头,金草农庄,,
亿萨卡国际,鹭江苑,,
玉山,国石村,,
金都雅范,民丰苑,,
徐元纳酒店大厅,,,
杨岱,上扬路,,
杨家涧,0组,,
公安大楼宿舍,,,
明华名乐花苑,,,
运营中心销售部,,,
塘里陈,综合楼,,
梅泰克诺门业有限公司,,,
风都,国铺路,,
建设职业技术学院,萧山校区,,
浙江省乔司监狱星野花苑,北区,,
钟山乡,老年活动中心,,
省水利河口研究院,,,
苕溪堤防河道,,,
东厦东巷小区,,,
浙江市,杭州市,,
南河羊桥头,杭州纳声塔县有线公司,,
江干区公安局,杭州开发分局,,
国家税物局,昌化税务分局,,
白杨街道经济开发区,科技园区路,,
许贤,昇光村,,
浦沿老街,,,
桐庐农商银行,富春江支行,七里泷分里处,
塘栖塘南,春晖小区,,
好妈妈手擀面,,,
康桥中青商业大厦,电信营业厅,,
洋安,行政村,,
渡房,0组,,
铺门牌号,,,
杭州永达物业有限公司,河上分公司,,
澳海香樟苑,售楼部,,
西子三水公寓,,,
塘外曹家,0组,,
中石化,杭州余杭分公司,,
附近,东南网架股份有限公司,,
枫庐县,米兰大厦,,
瑞豪中心酒店商务中心,,,
兰溪口车站,,,
底铺0号,,,
号,天猫,文0西路,
高家弯,金家汇,,
华一塑胶有限公司,办公区,,
氪空间,杭州梦想小镇社区,,
宣阳市,富阳,,
岔口,灵德里,,
蒲公英学校宿舍,,,
西湖转塘转,,,
浙江富阳口岸国际物流有限公司,,,
九堡,汉庭连锁酒店,,
上泗法庭,徐菁,,
交互处,世茂江滨花园,,
梨头金,奇佳皮革厂,院,
第一人民医院派出所,,,
市第七人民医院宿舍,,,
杭州城北电气,,,
中策橡胶集团有限公司销售部,,,
宋都东东郡国际郎湾,,,
中国轻纺城,瑞纺贸易城,,
沿山,华家弄,,
上东名筑,速运营业点,,
岩山叉口,阿佳超市,,
东南网架股份有限公司,,,
浪川乡初级中学,,,
袁浦敬老院,,,
庙外0号,,,
欣堂乡工业功能区,,,
国金中心项目部,,,
九天国际服装城发展中心,,,
家唯尔家纺,,,
夏成武,武林广场,,
家灯,上塘路,,
大关南苑,0苑,,
锦城,碧桂苑,,
候潮府售楼部,,,
义蓬,华润万家,,
农业发展银行,浙江省分行,,
四岭,贝尔电器,,
协家庄,梧桐燕庐,,
化城,红旗组,,
受祥,金都网球俱乐部,,
北京外国语学校项目部,,,
浙江省肿瘤医院,肿瘤研究所,,
化妆品部,sk-ii专柜,,
山葵家品牌管理有限公司,,,
上城交警城站,中队,,
裙0楼,太平人寿,,
盾0期,混凝土有限公司,,
教师专修学校,附属小学,,
亭址,滩里新苑,,
时代二配,谢谢,,
富阳城东派出所,,,
孔家埭创业园,,,
电信股份有限公司,淳安分公司,,
水博园大酒店项目部,,,
海正药业,胥口镇,,
幢,0单元,,
兰韵天成物业管理中心,,,
浙江财经学院,下沙校区,,
栖凤苑,供电所,,
中迪三水花园,,,
后珠美都雅苑,,,
华志骄阳,转塘镇,,
雅乐口腔医院,,,
八堡,0区,,
淳爱口腔门诊部,,,
小和山西院,,,
西陈,后加国鱼乐园,,
必胜客欢乐餐厅,武林店,,
星桥,绵绣嘉苑,,
往处,西溪阳光,,
邵家汇宏厨房设备厂,,,
钱江四桥落脚处,锦绣江南,,
上潘塘,周家斗,0组,
缪家菜场小商品市场,,,
艺术空间综合楼,,,
维笑口腔门诊,,,
彩虹花边厂宿舍,,,
长山,行政村,,
艺尚里售楼部,,,
宏山淳安圆梦居,农家乐,,
大家大家,多立方,,
杭州萧山华利金属网家具有限公司,,,
宋城老生活区,,,
杭钢北苑生活区,,,
浙江东兴建设有限公司项目部,,,
中天建设人寿大厦项目部,,,
沈家坞,0组,,
景瑞御华府上海久住项目部,,,
花桥头,0组,,
华汇寺,下黄,,
九间头,0组,,
毛家浜,0组,,
十三堡,0组,,
七一五所生活区,,,
文渊狮城项目部,,,
杭州水泥厂生活区,,,
朱家门,0组,,
杏古墩,0组,,
快速工地项目部,,,
九龙仓雍景山城地产项目部,,,
下沙传媒学校生活区,,,
乔司0堡,0组,,
陆家敦,0组,,
赞成首府项目部,,,
杭州建工安装技术学校项目部,,,
闻家塘,0组,,
兴本服饰,0组,,
桥东门,0组,,
宝鼎大厦项目部,,,
浙江商会大厦项目部,,,
运河李家塘,0组,,
王家门,0组,,
建工集团项目部,,,
章家浜,0组,,
梅东,0组,,
柴香坞,坞儿宝0组,,
范家斗,0组,,
浙江国泰建设集团项目部,,,
诺贝尔陶瓷厂生活区,,,
东伟基建设集团项目部,,,
盈丰大象国际中心项目部,,,
广济酒店项目部,,,
陆家塘,0组,,
东山陈,0组,,
万科世纪之光工地项目部,,,
木桥头,0组,,
浙江耀厦公司项目部,,,
余杭,0组,,
盛家里,0组,,
老虎浜,0组,,
应家弄,0组,,
沈家塘,0组,,
解放军0医院生活区,,,
南仲家湾,0组,,
孔家峧,0组,,
大家房,0组,,
倪桥头,0组,,
万科钱塘府项目部,,,
恒誉工地生活区,,,
华东院项目部,,,
凌家坞,0组,,
含晖苑生活区,,,
浙富公司项目部,,,
盈丰东阳三建大象国际项目部,,,
张家墩,0组,,
浙江建工集团工地项目部,,,
松何,0组村,,
云泉唐家,0组,,
春闻家湾,0组,,
余杭,乔司,方桥,0组
黄家,救王浦,0组,
杭州公馆项目部,,,
渔池头,0组,,
郎家塘,0组,,
仪门,0组,,
浙经院玉屏州生活区,,,
万宝城项目部,,,
梓树花苑项目部,,,
骨沙墩,0组,,
亭址费庄,0组,,
钢铁厂生活区,,,
玲珑天城项目部,,,
华元欢乐城项目部,,,
华东勘测设计研究院,,,
浙大创新院楼东大楼,,,
建德县新安江,,,
真皋亭沈家苑,,,
靖江其门堂超市,,,
浙江爱生药业有限公司销售部,,,
尃家畈,0组,,
耀华建设项目部工地宿舍,,,
桥面沈杭州赛飞羽绒制品有限公司,,,
师范大学校仓前校区,,,
秋家坞公交站台,,,
九溪西湖花园,,,
刘家0莲花镇政府,,,
腹地连城北门,,,
蓝孔雀工地浙江宇业项目部,,,
嬉皮老爹日韩童装,,,
盈上桥头好易多购物超市,,,
双休日请不要送货谢谢,,,
冲床城杭州升起钢铁有限公司,,,
汽车米家别克销售有限公司,,,
杭州钢铁厂生活区,,,
亭趾阮家湾,0组,,
龙兴建设余杭妇幼保健院项目部,,,
大唐头,0组,,
综治委,0组,,
浙江省交工集团项目部,,,
永和,0组,,
黄家救王浦片,0组,,
新生陆家坛,0组,,
南庄兜,0组,,
杭州理想银泰城项目部,,,
西仲家湾,0组,,
下丰头,0组,,
红联0组,公交站,,
横梗头,0组,,
管家塘,0组,,
沈家寨,0组,,
余杭中医院工地项目部,,,
过度房,0组,,
西江王片,0组,,
联合自然,0组,,
正坞口,0组,,
召家斗,0组,,
浙江一建福利中心项目部,,,
奥克斯缔一城南通三建生活区,,,
安家角,0组,,
南河头,0组,,
莫家抖,0组,,
云荷廷中建0局项目部,,,
河塘下,0组,,
饰组,盛运服饰,,
江家河,0组,,
浙江东宁建设项目部,,,
硅谷工地福建惠三项目部,,,
杭州友成机工有限公司生活区,,,
音乐学院项目部,,,
梅永线,0组,,
西塘河,0组,,
赵家塘,0组,,
杭江材财主埭,0组,,
春天阳光名城项目部,,,
浙江医院项目部,,,
永西东桥头,0组,,
林家斗,0组,,
莫家浜,0组,,
雨润工地生活区,,,
丰北材,0组,,
三官堂,0组,,
奥体博览中心项目部,,,
屯里,0组,,
玖玖国际财富中心项目部,,,
杭州新三台山艺术学校生活区,,,
哈尔斯工地项目部,,,
黎明衬,0组,,
小白象山,0组,,
荷花池头,0组,,
万科大都会中天项目部,,,
何家塘,0组,,
钱童潘家头,0组,,
安然斗,0组,,
天开河西,0组,,
圣堂0组,公交站,,
向阳嘉苑雷山,0组,,
浙江影视中心项目部,,,
柯家头,0组,,
赵家湾,0组,,
山北山北生活区,,,
二十四度,0组,,
万宝城工地项目部,,,
福建0建项目部,,,
江干区学院生活区,,,
亭趾南栅口,0组,,
新闸头,0组,,
行宫堂,0组,,
徐家埠,0组,,
南栅口,0组,,
何家弄,0组,,
后坞口,0组,,
建筑国际心张中心项目部,,,
萧山沿片,0组,,
腾达建设股份有限公司项目部,,,
西组,0宝村,,
泥桥头,0组,,
国丰集团项目部,,,
钱塘府项目部,,,
东方星城项目部,,,
绍家坝,0组,,
大石块,0组,,
闸口富星,0组,,
山口,0组,,
马家井,0组,,
盛家河,0组,,
小乔头,0组,,
孔家埠,0组,,
钟家墩,竹叶壳,0组,
宜养片,0组,,
三新新建,0组,,
张家弄,0组,,
宜家埠,0组,,
孔家蛟,0组,,
计量本部生活区,,,
坝儿斗,0组,,
施家墩,0组,,
向中铁0局项目部,,,
万善庵,0组,,
中国建筑第二工程局项目部,,,
深蓝国际中建0局项目部,,,
马加井,0组,,
塘家斗,0组,,
龙口浜,0组,,
钟家角,0组,,
中庆建设余杭公馆项目部,,,
融创玖樟台项目部,,,
公益房金城建设项目部,,,
上林寺,0组,,
牛坞弄,0组,,
黄家边,0组,,
城北市民健身中心工地项目部,,,
万乐0组,纸箱厂,,
王家斗,0组,,
大夫里,0组,,
鲶鱼头,0组,,
中后街弄,0组,,
杨亭弯杨亭弯,0组,,
工商学院生活区,,,
陈家堂,0组,,
十四堡,0组,,
浙江水利水电学校生活区,,,
姚家湾,0组,,
嵩阳苑生活区,,,
万科玉泉耀厦项目部,,,
石山头,0组,,
亭趾费庄,0组,,
盛乐存,0组,,
二铸厂生活区,,,
杭州市城西污水处理厂项目部,,,
现代科学院生活区,,,
城西结网,0组,,
浙江再生手拉手汽车部件有限公司,,,
城南,杭州杰丰服装有限公司,,
岩门,0组,,
唐家墩,0组,,
市地,新三联照明电器有限公司,,
蕻墩塘,0组,,
大湖头,0组,,
侯潮府亚厦项目部,,,
地接室,浙江久正工程检测有限公司,,
浙江天瑞项目管理有限公司,余杭分公司,,
虎台控股集团,杭州拓福工贸有限公司,,
王家塘,0组,,
运通奥迪汽车销售服务有限公司销售部,,,
湾建筑集团有限公司,机场路,,
星马汽车零部件有限公司,,,
油库,杭州成长石油化工有限公司,,
磨刀,杭州萧山腾达五金有限公司,,
杭州南车城市轨道交通有限公司,,,
笨家坞,0组,,
市总工会组织部,,,
施度黄家,0组,,
凑沿金片,0组,,
杭州天和建设集团有限公司工地,,,
凤新0组,加油站,,
杭州三杭蒙特费罗电梯部件有限公司,,,
传化物流基地生活区,,,
章家堡,0组,,
传媒嵩阳苑生活区,,,
余杭乔司葛家车,0组,,
东溪,狮子山东,瑞文具有限公司,
杭江财主埭,0组,,
杭州宜家房屋置换有限公司,,,
浙江吉利汽车研究院有限公司,杭州分公司,,
华东医药供应链管理杭州有限公司,,,
桐庐康尔医疗器械有限公司,城,,
北姚家,0组,,
通达集团生活区,,,
人寿大厦工地项目部,,,
城南開發區,杭州澳賽諾生物科技有限公司,,
乔道朝阳,0组,,
橦0层,聚望绣品有限公司,,
杭州市公共交通集团有限公司,公交物业分公司,,
杭州星乔瑞汽车零部件有限公司,,,
空港新天地商城项目部,,,
往前公里,伟宇运输有限公司,,
联发塘口,杭州圣力包装有限公司,,
绍鲁前山,0组,,
下姚家,0组,,
周家塘,0组,,
潘家堂,0组,,
桥湖林青狮斗,0组,,
今色,门源科技有限公司,,
河庄新和,0组,,
浙江环茂自控科技有限公司商务部,,,
松溪平山,杭州登好包装印务有限公司,,
项目部中路,,,
红山出口,杭州谢江五金金家具有限公司,,
龙湖武林九里项目部,,,
宏畔卫家埭,0组,,
李山江边,浙江一鸣包装印刷有限公司,,
蔬科后,0组,,
俞家角,0组,,
欢乐城项目部,,,
订单组,朱苏英收,,
水务有限公司塘栖供水分公司,,,
西子门高压开关有限公司,,,
长安福特汽车有限公司,杭州分公司,,
长钱畈,0组,,
富春江集团工地项目部,,,
浙一建美院国际馆项目部,,,
坑西,杭州名剑机械有限公司,,
漳坞新庄,0组,,
农工商项目部生活区,,,
杭钢西苑生活区,,,
过渡房,0组,,
会山存,杭州亚邦新材料有限公司,,
静堂弄,正兴牧业有限公司,,
小桥畈,0组,,
优印包,装杭州优印包装印刷有限公司,,
杭州依卡特汽车零部件有限公司,,,
孙家孙,浙江创想节能科技有限公司,,
沈家斗,0组,,
沙桥东,泰营金属制品有限公司,,
东将湾西城,博司小区,,
塘丁,山河村社区,,
富义仓0龢,盒骨董珠宝设计工作室,,
三墩东,蒋湾路,,
水门,南弄小区,,
国家水上训练基地,,,
溪东车站小商品市场,,,
南侧,0楼,,
寄快递#,,,
叉车厂宿舍,,,
市汽车东站小商品市场,,,
寺前,新益佳超市,,
里亭,春晖社区,,
梵龙,外垫村,,
塘河,东沙斗,,
领尚美居,顾家保利仓库,,
润和亿城家园,,,
星海国际酒店销售部,,,
金鑫建材家居广场楼,,,
后河东,五金建材,,
文晖科技综合楼,,,
小市,场北弄,,
勇进实验学校,望江校区,,
九龙仓世纪华府销售部,,,
凯恩大酒店大厅,,,
世纪联华收货仓库,,,
公望会会所售楼中心,,,
海洋二所,新科研大楼,,
圣山科,纺云霓路,,
半山公,租房田园,,
老杭,派治街,,
融创河滨之城,宝华商店,,
观前,黄泥山,,
富丽华华,民化纤辅料有限公司,,
兄弟水果,刘亚伟收,,
建德,红狮安仁建材有限公司,,
下沙街道,科技园区路,,
临安市公安局,森林派出所,,
奥迪4s店销售部,,,
百瑞运河大饭店楼,,,
诚东小吃街,,,
湿地西北,西溪花园,,
双浦韵达快递,收,,
良渚勾庄,博园西路,,
米客巧克力,九堡家苑,,
杭州达怡假日宾馆,东风公寓,,
清竹篮庭,品竹苑,,
毛纺厂宿舍,,,
钱江厂宿舍,,,
银泰百货,西湖店,,
九保,新江花园,,
